MAKE,MODEL,SERIAL,COST,CC,COSMETICGRADEC,COSMETICFLAWS,CGRADEDAMAGE,PROCESSOR,STORAGE,MEMORY,GRAPHICS,SCREENSIZEC,PROCGEN,RESOLUTIONC,BATTERYPRESENT,BATHEALTH,MEMSLOTS,PWPROTECTED,SCREENFLAWS,MONITORSHAPE,MONITORINPUTS,SCREENSIZEM,COSMETICGRADEM,RESOLUTIONM,POID,SOID,CCDATE,RECEIVEDATE,INVOICEDATE,LASTUPDATE,UPDATEBY,WAREHOUSE,LOCATION,WSGRADE,WSFAILS,MONITORFAILS,FUNCTIONALFAILS
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-45,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-53,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-60,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-78,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-84,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-101,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-102,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-118,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-128,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,LATITUDE E5470 I5,4d2t2g2,$162.229,3B,B,,,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,500 GB HDD,4 GB, HD Graphics 520,"14.0""",GEN 6,1366 x 768,YES,1 (Excellent Health 80-100%),2,,,,,in.,,,4370-54,0-0,12/22/2021,12/22/2021,12/31/1899,12/28/2021,JF,EV1,BOX-36,B,,,
DELL,LATITUDE E5470 I5,44cslc2,$162.229,4C,C,,Cracked LCD Bezel,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,,4 GB, HD Graphics 520,"14.0""",GEN 6,1366 x 768,YES,1 (Excellent Health 80-100%),2,,,,,in.,,,4370-65,0-0,12/22/2021,12/22/2021,12/31/1899,12/28/2021,JF,EV1,BOX-36,C,,,
DELL,OPTIPLEX 7040 MFF I5,dvc3dd2,$95,4B,B,,,Intel(R) Core(TM) i5-6500T CPU @ 2.50GHz,256 GB SSD,8 GB, HD Graphics 530,"0.0""",GEN 6,1024 x 768,NO,N/A,2,,,,,in.,,,4408-4,0-0,12/15/2021,12/15/2021,12/31/1899,1/4/2022,LT,EV1,r1-1-2-a,B,,,
DELL,OPTIPLEX 3030 AIO I5,5lfvd42,$107.33,4B,B,,,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,,16 GB, HD Graphics 4600,"20.1""",GEN 4,1440 x 900,NO,N/A,2,,,,,in.,,,4403-4,14528-21,12/16/2021,12/16/2021,12/31/1899,12/16/2021,AP,NEW,,B,,,
DELL,OPTIPLEX 3030 AIO I5,1rrvd42,$107.33,4B,B,,,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,,16 GB, HD Graphics 4600,"20.1""",GEN 4,1440 x 900,NO,N/A,2,,,,,in.,,,4403-5,14528-13,12/16/2021,12/16/2021,12/31/1899,12/16/2021,AP,NEW,,B,,,
DELL,OPTIPLEX 3030 AIO I5,8pppr52,$89,4B,B,,,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,128 GB SSD,8 GB, HD Graphics 4600,"20.1""",GEN 4,1440 x 900,NO,N/A,2,,,,,in.,,,4412-6,0-0,12/15/2021,12/15/2021,12/31/1899,12/16/2021,A ,NEW,,B,,,
DELL,OPTIPLEX 3030 AIO I5,9gnqr52,$89,4B,B,,,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,128 GB SSD,8 GB, HD Graphics 4600,"20.1""",GEN 4,1440 x 900,NO,N/A,2,,,,,in.,,,4412-12,0-0,12/15/2021,12/15/2021,12/31/1899,12/21/2021,A ,NEW,,B,,,
SAMSUNG,SM-T307U,R52N307QM3N,$4.4444,4B,B,,,,,,Unknown,,,,YES,,,,,,,in.,,,4332-89,0-0,12/23/2021,12/17/2021,12/31/1899,12/17/2021,JF,NEW,BOX-2000,B,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-153,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-160,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2314HC,CN07R1K37444544F361L,$40,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4434-51,0-0,12/17/2021,12/21/2021,12/31/1899,12/21/2021,CR,NEW,,,,,
DELL,P2314HC,CN07R1K37444553L656S,$40,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4434-52,0-0,12/17/2021,12/21/2021,12/31/1899,12/21/2021,CR,NEW,,,,,
DELL,OPTIPLEX 3030 AIO I5 T,f82fq22,$150,4B,B,,,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,,8 GB, HD Graphics 4600+Jet XT [Radeon R5 M240],"20.1""",GEN 4,1440 x 900,NO,N/A,2,,,,,in.,,,4336-21,14528-212,11/23/2021,12/9/2021,12/31/1899,12/16/2021,AP,NEW,,B,,,
DELL,OPTIPLEX 3030 AIO I5 T,f83dq22,$150,4C,C,Light Spots In LCD,,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,,8 GB, HD Graphics 4600+Jet XT [Radeon R5 M240],"20.1""",GEN 4,1440 x 900,NO,N/A,2,,,,,in.,,,4336-22,0-0,12/17/2021,12/9/2021,12/31/1899,12/17/2021,IL,NEW,,C,LIGHT SPOTS IN LCD; ,,
GENERIC,BLK-SODIM-4GB-PC3L,,$13,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4416-1,0-0,12/9/2021,12/31/1899,12/31/1899,12/9/2021,RP,NEW,CAGE-1,,,,
DELL,LATITUDE E7440 I5,HWZ9H12,$60,4C,C,,,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,120 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,2 (Good Health 60-79%),2,,,,,in.,,,4419-3,0-0,12/10/2021,12/10/2021,12/31/1899,12/23/2021,JF,NEW,BOX-3-2,C,,,
DELL,LATITUDE E7440 I5,22L6XZ1,$60,4B,B,,,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,256 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,3 (Fair Health 40-59%),2,,,,,in.,,,4419-13,0-0,12/10/2021,12/10/2021,12/31/1899,12/23/2021,JF,NEW,BOX-1-2,B,,,
DELL,LATITUDE E7440 I5,C7YPWZ1,$60,4C,C,,Minor Cracks,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,128 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,2 (Good Health 60-79%),2,,,,,in.,,,4419-36,0-0,12/10/2021,12/10/2021,12/31/1899,12/23/2021,JF,NEW,BOX-3-2,C,,,
DELL,LATITUDE E7440 I5,frvsxy1,$60,4B,B,,,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,120 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,3 (Fair Health 40-59%),2,,,,,in.,,,4419-45,0-0,12/13/2021,12/13/2021,12/31/1899,12/23/2021,JF,NEW,BOX-3-3,B,,,
DELL,LATITUDE E7440 I5,f7z7j12,$60,7B,B,,,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,120 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,2 (Good Health 60-79%),2,,,,,in.,,,4419-47,0-0,12/13/2021,12/13/2021,12/31/1899,12/23/2021,JF,NEW,BOX-3-4,B,,,
DELL,LATITUDE E7440 I5,47qvl32,$60,4B-,B-,,,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,128 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,2 (Good Health 60-79%),2,,,,,in.,,,4419-53,0-0,12/13/2021,12/13/2021,12/31/1899,12/23/2021,JF,NEW,BOX-3-4,B,,,
DELL,LATITUDE E7440 I5,72XFK12,$60,7B,B,,,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,128 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,NO,N/A,2,,,,,in.,,,4419-71,0-0,12/13/2021,12/13/2021,12/31/1899,12/23/2021,JF,NEW,BOX-4-1,B,,,Bad Battery
DELL,LATITUDE E7440 I5,BHSQD12,$60,4B,B,,,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,256 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,1 (Excellent Health 80-100%),2,,,,,in.,,,4419-72,0-0,12/13/2021,12/13/2021,12/31/1899,12/23/2021,JF,NEW,BOX-3-1,B,,,
GENERIC,BLK-SSD-M.2-128,,$16,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4465-1,0-0,12/30/2021,12/31/1899,12/31/1899,12/30/2021,RP,NEW,CAGE-1,,,,
GENERIC,BLK-SSD-M.2-256,,$25,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4466-1,0-0,12/30/2021,12/31/1899,12/31/1899,12/30/2021,RP,NEW,CAGE-1,,,,
DELL,LATITUDE 5490 I5 GEN 8,,$230,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4467-3,0-0,12/30/2021,12/31/1899,12/31/1899,12/30/2021,RP,NEW,,,,,
GENERIC,BLK-SODIM-8GB-PC4,,$25,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4468-1,0-0,12/30/2021,12/31/1899,12/31/1899,12/30/2021,RP,NEW,CAGE-1,,,,
DELL,LATITUDE 5490 I5 GEN 7,,$214,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4468-3,0-0,12/30/2021,12/31/1899,12/31/1899,12/30/2021,RP,NEW,,,,,
DELL,P2219H,,$13.75,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4470-1,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
GENERIC,EBAY-ITEM-SINGLE,,$0,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4438-169,0-0,1/3/2022,1/3/2022,12/31/1899,1/3/2022,KM,eBay,eBay 14,,,,
DELL,P2312HT,,$30,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4471-11,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,HW0V8P2,$80,4B,,,,,,,Unknown,,,,YES,,,,MINOR SCRATCHES;MINOR SCUFFS,Wide,HDMI / DISPLAY;VGA,22in.,B,,4427-3,16531-35,1/3/2022,12/28/2021,12/31/1899,12/28/2021,AP,NEW,,B,,,
DELL,P2219H,H11YDQ2,$80,4B,,,,,,,Unknown,,,,YES,,,,MINOR SCUFFS;MINOR SCRATCHES,Wide,HDMI / DISPLAY;VGA,22in.,B,,4427-5,16531-40,1/3/2022,12/28/2021,12/31/1899,12/28/2021,AP,NEW,,B,,,
DELL,P2219H,DNBW8P2,$80,4B,,,,,,,Unknown,,,,YES,,,,MINOR SCUFFS;MINOR SCRATCHES,Wide,HDMI / DISPLAY;VGA,22in.,B,,4427-21,16365-26,1/3/2022,12/28/2021,12/31/1899,12/28/2021,LT,NEW,SS-5025,B,,,
DELL,P2219H,4V4V8P2,$80,4B,,,,,,,Unknown,,,,YES,,,,MINOR SCUFFS;MINOR SCRATCHES,Wide,VGA;HDMI / DISPLAY,22in.,B,,4427-28,16531-31,1/3/2022,12/28/2021,12/31/1899,12/28/2021,AP,NEW,,B,,,
DELL,OPTIPLEX 9030 AIO I7,8mkhc42,$177,4B,B,,,Intel(R) Core(TM) i7-4790S CPU @ 3.20GHz,256 GB SSD,8 GB, HD Graphics 4600,"23.1""",GEN 4,1920 x 1080,NO,N/A,2,,,,,in.,,,4026-4,0-0,10/20/2021,10/20/2021,12/31/1899,10/26/2021,A ,COMPLETE,,B,,,
DELL,LATITUDE E5550 I5,5FLWY52,$171.23,ITR,B,,,Intel(R) Core(TM) i5-5300U CPU @ 2.30GHz,,8 GB, HD Graphics 5500,"15.6""",GEN 5,1920 x 1080,YES,1 (Excellent Health 80-100%),2,,,,,in.,,,4003-47,0-0,12/20/2021,9/28/2021,12/31/1899,12/20/2021,NL,TP,REPAIR CART,,,,
DELL,LATITUDE E5540 I5,9NPRH12,$155.6666,4B,B-,,,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,320 GB HDD,8 GB, HD Graphics Family+GF117M [GeForce 610M/710M/810M/820M / GT 620M/625M/630M/720M],"15.6""",GEN 4,1366 x 768,YES,2 (Good Health 60-79%),2,,,,,in.,,,4003-53,0-0,12/7/2021,9/28/2021,12/31/1899,12/7/2021,NL,COMPLETE,MAKE READY,B,,,
LENOVO,THINKCENTRE M93P TINY I5,MJ01KDSC,$75,4B,B,,,Intel(R) Core(TM) i5-4570T CPU @ 2.90GHz,,4 GB, HD Graphics 4600,"0.0""",GEN 4,1024 x 768,NO,N/A,2,,,,,in.,,,3956-10,0-0,9/29/2021,9/29/2021,12/31/1899,10/1/2021,LT,EV1,R1-1-1-A,B,,,
LENOVO,THINKCENTRE M93P TINY I5,MJ01ETX9,$75,4B,B,,,Intel(R) Core(TM) i5-4570T CPU @ 2.90GHz,,4 GB, HD Graphics 4600,"0.0""",GEN 4,1024 x 768,NO,N/A,2,,,,,in.,,,3956-18,0-0,9/29/2021,9/29/2021,12/31/1899,10/1/2021,LT,EV1,R1-1-1-A,B,,,
DELL,LATITUDE E5570 I7,C3MZYF2,$190.5,5B-,B-,,,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,,8 GB, HD Graphics 530+Mars [Radeon HD 8670A/8670M/8750M],"15.6""",GEN 6,1920 x 1080,NO,N/A,2,,,,,in.,,,4041-2,0-0,10/5/2021,10/5/2021,12/31/1899,10/7/2021,JF,EV1,TEST BATTERY CART,B,,,
DELL,P2214HB,CN0KW14V742613BK446L,$0,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4434-124,0-0,12/21/2021,12/21/2021,12/31/1899,12/21/2021,CR,NEW,,,,,
DELL,OPTIPLEX 7450 AIO I5 GEN 7,JL6T8N2,$188,4C,C,,,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,500 GB HDD,8 GB, HD Graphics 630,"23.1""",GEN 7,1920 x 1080,NO,N/A,2,,,,,in.,,,4369-22,0-0,12/21/2021,12/21/2021,12/31/1899,12/27/2021,A ,NEW,,C,,,
DELL,OPTIPLEX 7050 SFF I7,G66NXM2,$78.09,4B,B,,,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,500 GB HDD,16 GB, HD Graphics 530,"0.0""",GEN 6,1920 x 1080,NO,N/A,4,,,,,in.,,,4349-9,0-0,12/21/2021,12/21/2021,12/31/1899,1/3/2022,CR,NEW,w2-2-1-a,B,,,
DELL,OPTIPLEX 7050 SFF I7,C322HQ2,$78.09,4B,B,,,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,,16 GB, HD Graphics 530,"0.0""",GEN 6,1024 x 768,NO,N/A,4,,,,,in.,,,4349-13,0-0,12/21/2021,12/21/2021,12/31/1899,1/3/2022,CR,NEW,w2-2-1-a,B,,,
DELL,OPTIPLEX 7050 SFF I7,14N79T2,$78.09,4B,B,,,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,500 GB HDD,16 GB, HD Graphics 530,"0.0""",GEN 6,1024 x 768,NO,N/A,4,,,,,in.,,,4349-20,0-0,12/21/2021,12/21/2021,12/31/1899,1/3/2022,CR,NEW,w2-1-1-b,B,,,
DELL,OPTIPLEX 7050 SFF I7,85X31Q2,$78.09,4B,B,,,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,500 GB HDD,16 GB, HD Graphics 530,"0.0""",GEN 6,1024 x 768,NO,N/A,4,,,,,in.,,,4349-21,0-0,12/21/2021,12/21/2021,12/31/1899,1/3/2022,CR,NEW,w2-1-1-b,B,,,
DELL,OPTIPLEX 7050 SFF I7,7M281Q2,$78.09,4B,B,,,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,500 GB HDD,16 GB, HD Graphics 530,"0.0""",GEN 6,1024 x 768,NO,N/A,4,,,,,in.,,,4349-34,0-0,12/21/2021,12/21/2021,12/31/1899,1/3/2022,CR,NEW,w2-2-1-a,B,,,
DELL,OPTIPLEX 7050 SFF I7,8YT8JL2,$78.09,4B,B,,,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,500 GB HDD,16 GB, HD Graphics 530,"0.0""",GEN 6,1024 x 768,NO,N/A,4,,,,,in.,,,4349-35,0-0,12/21/2021,12/21/2021,12/31/1899,1/3/2022,CR,NEW,w2-1-1-b,B,,,
DELL,OPTIPLEX 7050 SFF I7,15PKMR2,$78.09,4B,B,,,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,500 GB HDD,32 GB, HD Graphics 530,"0.0""",GEN 6,1024 x 768,NO,N/A,4,,,,,in.,,,4349-36,0-0,12/21/2021,12/21/2021,12/31/1899,1/3/2022,CR,NEW,w2-1-1-a,B,,,
LENOVO,THINKPAD X1 CARBON (G5),1S20hrcto1wwpf0v35zg,$0,4B,B,,,Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz,,16 GB, HD Graphics 620,"14.0""",GEN 7,1920 x 1080,YES,2 (Good Health 60-79%),2,,,,,in.,,,4438-7,0-0,12/28/2021,12/28/2021,12/31/1899,12/30/2021,JF,NEW,BOX-37,B,,,
DELL,INSPIRON 13 7378 2N1 I7,BTHC6F2,$0,3B,B,,,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,512 GB SSD,12 GB, HD Graphics 620,"13.3""",GEN 7,1920 x 1080,YES,1 (Excellent Health 80-100%),2,,,,,in.,,,4438-16,0-0,12/27/2021,12/27/2021,12/31/1899,12/30/2021,JF,NEW,BOX-37,B,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-459,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-466,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-472,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-475,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-489,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-490,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-491,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-492,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-498,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-499,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-525,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-534,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2217H,,$29.27,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-542,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
HP,V223,3CQ6370QV4,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,22in.,,,4192-137,0-0,10/21/2021,11/3/2021,12/31/1899,11/3/2021,CR,NEW,,,,,
HP,V223,3cq63701z6,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,22in.,,,4192-164,0-0,10/21/2021,11/4/2021,12/31/1899,11/4/2021,CR,NEW,,,,,
HP,V223,3cq6370qvd,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,22in.,,,4192-170,0-0,10/21/2021,11/4/2021,12/31/1899,11/4/2021,CR,NEW,,,,,
HP,V223,3cq6370kcy,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,22in.,,,4192-179,0-0,10/21/2021,11/4/2021,12/31/1899,11/4/2021,CR,NEW,,,,,
HP,V223,3cq63701xs,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,22in.,,,4192-181,0-0,10/21/2021,11/4/2021,12/31/1899,11/4/2021,CR,NEW,,,,,
HP,V223,3cq6370rz8,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,22in.,,,4192-197,0-0,10/21/2021,11/4/2021,12/31/1899,11/4/2021,CR,NEW,,,,,
HP,V223,3cq6370r2c,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,22in.,,,4192-205,0-0,10/21/2021,11/4/2021,12/31/1899,11/4/2021,CR,NEW,,,,,
DELL,LATITUDE E7440 I5,2dhzm12,$60,4C,C,,Cracked LCD Bezel,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,120 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,1 (Excellent Health 80-100%),2,,,,,in.,,,4419-75,0-0,12/13/2021,12/13/2021,12/31/1899,12/23/2021,JF,NEW,BOX-3-3,C,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-146,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-147,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,P2219H,,$29.44,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4472-156,0-0,1/3/2022,12/31/1899,12/31/1899,1/3/2022,RP,NEW,,,,,
DELL,OPTIPLEX 3030 AIO I5,8pspr52,$89,4B,B,,,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,128 GB SSD,8 GB, HD Graphics 4600,"20.1""",GEN 4,1440 x 900,NO,N/A,2,,,,,in.,,,4402-7,0-0,12/15/2021,12/15/2021,12/31/1899,12/21/2021,A ,NEW,,B,,,
DELL,OPTIPLEX 3030 AIO I5,8pwmr52,$89,4B,B,,,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,256 GB SSD,8 GB, HD Graphics 4600,"20.1""",GEN 4,1440 x 900,NO,N/A,2,,,,,in.,,,4402-8,0-0,12/15/2021,12/15/2021,12/31/1899,12/21/2021,A ,NEW,,B,,,
SAMSUNG,SM-T307U,R52N30660EF,$4.4444,4B,B,,,,,,Unknown,,,,YES,,,,,,,in.,,,4332-85,0-0,12/23/2021,12/17/2021,12/31/1899,12/17/2021,JF,NEW,BOX-2000,B,,,
SAMSUNG,SM-T307U,R52N3090YET,$4.4444,4B,B,,,,,,Unknown,,,,YES,,,,,,,in.,,,4332-87,0-0,12/23/2021,12/17/2021,12/31/1899,12/17/2021,JF,NEW,BOX-2000,B,,,
HP,V223,3cq63701yr,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,HDMI / DISPLAY;VGA,22in.,,,4192-156,0-0,10/21/2021,11/3/2021,12/31/1899,11/3/2021,CR,NEW,,,,,
HP,V223,3cq6370qx1,$21.279,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,22in.,,,4192-196,0-0,10/21/2021,11/4/2021,12/31/1899,11/4/2021,CR,NEW,,,,,
GENERIC,GENERIC LCD,PEWPD8JA00978,$25,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI / HDMI,24in.,,,4192-221,0-0,10/21/2021,11/3/2021,12/31/1899,11/3/2021,CR,NEW,,,,,
GENERIC,GENERIC LCD,ycuyhvcz600475k,$15,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,24in.,,,4192-228,0-0,10/21/2021,11/4/2021,12/31/1899,11/4/2021,CR,NEW,,,,,
DELL,P190ST,cn0rnmh67444505ngzyl,$10.01,0,,,,,,,Unknown,,,,YES,,,,,Wide,VGA / DVI,19in.,,,4192-234,0-0,11/3/2021,11/3/2021,12/31/1899,11/3/2021,CR,NEW,,,,,
GENERIC,BLK-SODIM-4GB-PC3L,,$13,0,,,,,,,Unknown,,,,YES,,,,,,,in.,,,4240-2,0-0,11/3/2021,12/30/2021,12/31/1899,12/30/2021,RP,NEW,CAGE-1,,,,
DELL,LATITUDE E7440 I5,7YDBTZ1,$60,4B-,B-,,,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,128 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,3 (Fair Health 40-59%),2,,,,,in.,,,4419-76,0-0,12/13/2021,12/13/2021,12/31/1899,12/23/2021,JF,NEW,BOX-3-3,B,,,
DELL,LATITUDE E7440 I5,FW2LYY1,$60,7C,C,,Major Dents,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,128 GB SSD,8 GB, HD Graphics Family,"14.0""",GEN 4,1366 x 768,YES,2 (Good Health 60-79%),2,,,,,in.,,,4419-85,0-0,12/14/2021,12/14/2021,12/31/1899,12/23/2021,JF,NEW,BOX-4-1,C,DENTS(MAJOR); ,,
